iter	Logloss
0	0.04491852035
1	0.007211885411
2	0.004842794647
3	0.00306539191
4	0.00228592489
5	0.00207875309
6	0.001782458607
7	0.001729079053
8	0.001659144769
9	0.001601965591
10	0.001550630633
11	0.001497265792
12	0.001469980804
13	0.001458659898
14	0.001437342951
15	0.001389202892
16	0.00138238777
17	0.001319847081
18	0.001286778627
19	0.001274074551
20	0.001247920781
21	0.001223037669
22	0.001193941809
23	0.00119025062
24	0.001174536442
25	0.001146200257
26	0.001135802466
27	0.001119267831
28	0.00110518887
29	0.001100389068
30	0.001090064388
31	0.001088489544
32	0.001075401499
33	0.001066219955
34	0.001055500109
35	0.001043397765
36	0.00103678061
37	0.001030751925
38	0.001017535082
39	0.0009976962299
40	0.0009882044504
41	0.0009683209601
42	0.0009537756017
43	0.0009482414732
44	0.0009462359558
45	0.0009422460873
46	0.0009387065926
47	0.0009313498256
48	0.000925679571
49	0.0009183378678
50	0.0009176230977
51	0.0009155780591
52	0.0009065999117
53	0.0008933137557
54	0.0008795864752
55	0.0008735305341
56	0.0008668974024
57	0.0008630919143
58	0.0008558903253
59	0.000854498
60	0.0008393846649
61	0.0008327333702
62	0.000828403787
63	0.0008261622953
64	0.0008231658397
65	0.0008187049714
66	0.0008153004378
67	0.0008038473845
68	0.000794955175
69	0.0007914484854
70	0.000787997091
71	0.000786862795
72	0.0007822384961
73	0.0007795029767
74	0.0007738367943
75	0.000770813839
76	0.0007633372122
77	0.0007548588933
78	0.0007495591774
79	0.0007436485265
80	0.0007419055432
81	0.0007371079755
82	0.000731882293
83	0.0007265545158
84	0.0007230636001
85	0.0007202842229
86	0.0007088815488
87	0.000703069258
88	0.0007013317524
89	0.000698902781
90	0.0006953315734
91	0.0006907118153
92	0.0006889600268
93	0.0006876178778
94	0.0006837040967
95	0.0006816660254
96	0.0006801514965
97	0.000676683897
98	0.0006738214172
99	0.0006718682865
100	0.000670093578
101	0.0006649851378
102	0.0006608910245
103	0.0006596136952
104	0.0006565512666
105	0.0006551540642
106	0.0006537999748
107	0.0006518092208
108	0.0006507290174
109	0.000645669312
110	0.0006441362718
111	0.0006402264307
112	0.0006365600958
113	0.0006341484105
114	0.0006324744753
115	0.0006317112827
116	0.00062993822
117	0.0006255605145
118	0.0006225864862
119	0.0006207700342
120	0.0006200931997
121	0.0006175220119
122	0.0006164772574
123	0.0006155726652
124	0.0006115390469
125	0.000609377871
126	0.0006077187232
127	0.0006074954942
128	0.0006052780277
129	0.0006048991162
130	0.0006008037054
131	0.0005980640658
132	0.0005979899965
133	0.0005957436637
134	0.0005935680248
135	0.0005926744961
136	0.0005920748783
137	0.0005914388263
138	0.0005903407602
139	0.0005880878687
140	0.000585239972
141	0.0005844995431
142	0.0005829287596
143	0.0005820757973
144	0.0005794183835
145	0.0005761389124
146	0.0005747764863
147	0.0005732704503
148	0.0005717817244
149	0.0005693107332
150	0.000568339087
151	0.0005672563127
152	0.0005660297004
153	0.0005649498813
154	0.0005620070016
155	0.0005598275186
156	0.0005564035967
157	0.0005543879528
158	0.0005534814867
159	0.0005526054122
160	0.0005518168491
161	0.0005491912926
162	0.0005480278181
163	0.0005454096373
164	0.0005439025682
165	0.0005430950974
166	0.0005390541395
167	0.0005379924473
168	0.0005372220111
169	0.000536111572
170	0.0005352347648
171	0.0005332496568
172	0.0005317123882
173	0.0005302171875
174	0.0005267933497
175	0.0005252061209
176	0.0005196131911
177	0.0005182623811
178	0.0005168716054
179	0.0005135382341
180	0.0005130180912
181	0.0005114524369
182	0.0005106886076
183	0.0005090440671
184	0.0005075800389
185	0.000505926513
186	0.0005052300259
187	0.0005046557305
188	0.0005040270423
189	0.0005019051955
190	0.0005002523423
191	0.0004994502891
192	0.0004985703466
193	0.0004984208746
194	0.000496421868
195	0.0004963256596
196	0.0004956631321
197	0.000494768246
198	0.0004936490618
199	0.0004921654773
200	0.0004902787279
201	0.0004884198956
202	0.000487242811
203	0.0004867884247
204	0.000485281728
205	0.0004844642267
206	0.0004832448699
207	0.0004809547035
208	0.0004802732922
209	0.0004795053426
210	0.0004790613832
211	0.0004778239355
212	0.0004773901628
213	0.000476386287
214	0.0004751147237
215	0.0004747163398
216	0.0004728705532
217	0.0004725764022
218	0.0004720495803
219	0.000471177434
220	0.0004678404949
221	0.0004658575971
222	0.0004641959387
223	0.0004635555263
224	0.0004615259237
225	0.0004603095221
226	0.0004588234509
227	0.0004578819922
228	0.0004560301633
229	0.0004557020408
230	0.0004554268696
231	0.0004547473683
232	0.0004545896917
233	0.0004524365763
234	0.0004514541188
235	0.0004507987748
236	0.0004501632995
237	0.0004494923751
238	0.0004490172552
239	0.0004487759113
240	0.0004481261171
241	0.0004468198136
242	0.0004457921529
243	0.000444598563
244	0.0004432339146
245	0.0004419997824
246	0.0004409239034
247	0.0004400950262
248	0.0004394000768
249	0.0004374434746
250	0.0004366931474
251	0.0004353332319
252	0.0004342342708
253	0.00043307049
254	0.0004328408824
255	0.0004325199494
256	0.0004324153142
257	0.0004321745709
258	0.0004313945908
259	0.0004308626515
260	0.0004304330111
261	0.0004295052167
262	0.0004284791777
263	0.0004280873287
264	0.0004279629629
265	0.0004278716556
266	0.0004271338094
267	0.0004269803553
268	0.0004262686784
269	0.0004259838371
270	0.0004253995833
271	0.0004241231369
272	0.0004239818514
273	0.0004237231975
274	0.0004226224885
275	0.0004217790761
276	0.0004211202365
277	0.0004200814822
278	0.0004173343588
279	0.0004171561108
280	0.0004166526893
281	0.0004159591634
282	0.0004153404696
283	0.0004152932063
284	0.0004138624108
285	0.0004136292114
286	0.0004132859171
287	0.0004120663141
288	0.0004108515041
289	0.0004103284
290	0.0004097627416
291	0.0004095760848
292	0.0004089151969
293	0.0004080972992
294	0.0004067646522
295	0.0004062744625
296	0.0004054237705
297	0.0004051037325
298	0.0004035653227
299	0.0004030554205
300	0.0004028026707
301	0.000402068152
302	0.0004014685161
303	0.0004009736836
304	0.0003999800064
305	0.0003993374016
306	0.0003987132301
307	0.0003979598338
308	0.0003972485954
309	0.0003956227703
310	0.000394620336
311	0.0003934152861
312	0.0003928446124
313	0.0003925486415
314	0.0003917432008
315	0.0003908704238
316	0.0003904342605
317	0.0003901696663
318	0.0003894257118
319	0.0003887681334
320	0.0003883195732
321	0.000387803977
322	0.0003869353023
323	0.0003863332639
324	0.0003858486721
325	0.0003848200024
326	0.0003844472593
327	0.000383942006
328	0.0003828454714
329	0.0003817311823
330	0.0003814329711
331	0.0003806595017
332	0.0003804293355
333	0.0003801024863
334	0.0003792793692
335	0.0003790375568
336	0.0003782275393
337	0.0003775822497
338	0.0003770825341
339	0.0003767430778
340	0.0003752495408
341	0.0003730668325
342	0.0003727622967
343	0.000371486535
344	0.0003712155862
345	0.0003707482324
346	0.0003700165787
347	0.0003698104135
348	0.0003688809673
349	0.0003681227419
350	0.000367303751
351	0.000366869768
352	0.0003660176586
353	0.0003656762563
354	0.0003646546259
355	0.0003640516565
356	0.0003633473373
357	0.0003629217331
358	0.0003625924333
359	0.000361544051
360	0.0003607461902
361	0.0003600602142
362	0.0003596007346
363	0.0003592357577
364	0.0003586588735
365	0.0003579471006
366	0.0003573555431
367	0.0003568099936
368	0.0003560468371
369	0.0003559206033
370	0.0003557109365
371	0.0003552823351
372	0.0003548199064
373	0.000354670086
374	0.0003543442099
375	0.0003536834001
376	0.0003529959766
377	0.0003525203702
378	0.0003523204034
379	0.000351201027
380	0.0003510394584
381	0.0003507065309
382	0.0003500798788
383	0.0003495112412
384	0.0003493595109
385	0.0003484354343
386	0.0003484349838
387	0.0003484348817
388	0.0003484347376
389	0.0003484346295
390	0.0003484342871
391	0.0003484342331
392	0.0003484342631
393	0.000348434209
394	0.0003484340108
395	0.0003484339868
396	0.0003484337886
397	0.0003484336985
398	0.0003484335183
399	0.0003484334943
400	0.0003484334342
401	0.0003484333501
402	0.0003484334763
403	0.0003484334222
404	0.0003484286112
405	0.0003484285091
406	0.0003484283289
407	0.0003484282628
408	0.0003484280886
409	0.0003478695476
410	0.0003475130876
411	0.0003469929747
412	0.0003469925723
413	0.0003467198035
414	0.0003461653588
415	0.0003459355049
416	0.0003452863954
417	0.0003449514558
418	0.0003444196967
419	0.000344069303
420	0.0003438663932
421	0.0003434632464
422	0.0003431881592
423	0.0003428555861
424	0.0003420636174
425	0.000341609039
426	0.0003413278855
427	0.0003406897194
428	0.0003403322743
429	0.0003403181355
430	0.0003399720783
431	0.0003397321459
432	0.0003395485702
433	0.0003394388597
434	0.0003386607475
435	0.0003375978901
436	0.0003371311249
437	0.0003365723377
438	0.0003361787769
439	0.0003356963053
440	0.0003349795051
441	0.000334094187
442	0.0003337458954
443	0.000333035558
444	0.0003324795336
445	0.0003318821921
446	0.0003313605656
447	0.0003310336264
448	0.0003304871039
449	0.0003299950223
450	0.0003293216594
451	0.0003290744174
452	0.0003285206153
453	0.0003283659659
454	0.0003280357532
455	0.0003273643304
456	0.0003270241353
457	0.0003268049665
458	0.0003263447662
459	0.0003257955649
460	0.0003254932754
461	0.0003252550908
462	0.0003248008606
463	0.0003241988583
464	0.0003240356199
465	0.000323975359
466	0.0003237097798
467	0.0003235377843
468	0.0003231057353
469	0.0003227275445
470	0.0003221205389
471	0.0003214635071
472	0.0003208198513
473	0.0003203375899
474	0.0003197598589
475	0.0003195691898
476	0.0003190896133
477	0.0003189007702
478	0.0003185043924
479	0.0003180519882
480	0.0003177101234
481	0.0003164309021
482	0.0003160875177
483	0.0003155337036
484	0.000314769538
485	0.0003145384107
486	0.0003138863521
487	0.0003136335302
488	0.0003129414278
489	0.0003120998714
490	0.0003116111533
491	0.0003113004129
492	0.000310908594
493	0.000310320406
494	0.0003097609821
495	0.0003093322426
496	0.0003088475186
497	0.0003084831663
498	0.0003081124714
499	0.000307683894
500	0.000307124374
501	0.0003069799172
502	0.0003065746021
503	0.0003059575481
504	0.0003056190347
505	0.0003055948775
506	0.0003048614279
507	0.0003047019615
508	0.0003043092176
509	0.0003041138156
510	0.0003040515786
511	0.0003038120907
512	0.0003030600817
513	0.0003025761686
514	0.0003019312094
515	0.0003014051022
516	0.0003008617931
517	0.00030056945
518	0.0002996151259
519	0.0002994867118
520	0.0002985430068
521	0.0002974161886
522	0.0002972263965
523	0.0002970860901
524	0.0002966672789
525	0.0002963200445
526	0.0002962619639
527	0.0002961405411
528	0.0002960832473
529	0.0002954862842
530	0.0002950462289
531	0.0002949364223
532	0.0002939495982
533	0.0002935914624
534	0.0002935112847
535	0.0002930642201
536	0.0002929870335
537	0.000292592752
538	0.0002919807371
539	0.0002911473432
540	0.0002911140565
541	0.0002909357183
542	0.0002904824252
543	0.00029044867
544	0.0002901557502
545	0.0002898620497
546	0.0002895646492
547	0.0002895476515
548	0.0002891503067
549	0.0002888710573
550	0.0002886242777
551	0.0002883316402
552	0.0002880189839
553	0.000287625327
554	0.00028696331
555	0.0002864899559
556	0.0002864767121
557	0.0002858921879
558	0.000285868343
559	0.000285463082
560	0.0002853496116
561	0.0002847891846
562	0.0002846510524
563	0.0002840304366
564	0.0002838390649
565	0.0002832273984
566	0.0002829735014
567	0.0002824747949
568	0.0002820685128
569	0.0002816573416
570	0.0002815259665
571	0.0002813825548
572	0.0002810492129
573	0.0002809537732
574	0.0002808182298
575	0.000280467854
576	0.0002799990107
577	0.0002797685681
578	0.0002795435613
579	0.0002794298746
580	0.0002794115194
581	0.0002781293551
582	0.0002779783155
583	0.0002775718051
584	0.0002774545448
585	0.0002773018354
586	0.0002770923787
587	0.0002770263458
588	0.0002770143633
589	0.0002767070045
590	0.0002760830972
591	0.0002759371929
592	0.0002752834706
593	0.0002748373609
594	0.0002747716884
595	0.0002745834099
596	0.0002744983431
597	0.0002740635312
598	0.0002738177967
599	0.0002734617571
600	0.0002729330733
601	0.0002724963034
602	0.0002720228171
603	0.0002715763952
604	0.0002711960782
605	0.0002708554386
606	0.0002701158867
607	0.0002698622419
608	0.00026979147
609	0.0002696346584
610	0.0002694057594
611	0.0002694057354
612	0.0002694056573
